Trafikkregistreringspunkt,Navn,Dato,Fra tidspunkt,Til tidspunkt,Felt,Trafikkmengde,"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,16:00,17:00,Totalt,4226,3739,486,157,129,95,105,102,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,17:00,18:00,Totalt i retning Alnabru,1882,1661,219,65,74,25,55,53,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,17:00,18:00,Totalt i retning Sentrum,1753,1575,177,46,59,31,41,38,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,17:00,18:00,Totalt,3635,3236,396,111,133,56,96,91,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,18:00,19:00,Totalt i retning Alnabru,1512,1328,184,48,62,19,55,54,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,18:00,19:00,Totalt i retning Sentrum,1379,1233,146,36,40,22,48,44,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,18:00,19:00,Totalt,2891,2561,330,84,102,41,103,98,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,19:00,20:00,Totalt i retning Alnabru,1205,1080,125,27,40,21,37,34,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,19:00,20:00,Totalt i retning Sentrum,1188,1046,142,42,33,12,55,50,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,19:00,20:00,Totalt,2393,2126,267,69,73,33,92,84,8
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,20:00,21:00,Totalt i retning Alnabru,1321,1148,173,34,57,20,62,57,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,20:00,21:00,Totalt i retning Sentrum,1038,923,115,15,39,7,54,49,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,20:00,21:00,Totalt,2359,2071,288,49,96,27,116,106,10
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,21:00,22:00,Totalt i retning Alnabru,908,788,120,23,37,8,52,48,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,21:00,22:00,Totalt i retning Sentrum,795,696,99,19,18,10,52,41,11
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,21:00,22:00,Totalt,1703,1484,219,42,55,18,104,89,15
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,22:00,23:00,Totalt i retning Alnabru,603,545,58,14,8,14,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,22:00,23:00,Totalt i retning Sentrum,507,431,76,8,26,9,33,29,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,22:00,23:00,Totalt,1110,976,134,22,34,23,55,51,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,23:00,00:00,Totalt i retning Alnabru,433,382,51,9,14,10,18,14,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,23:00,00:00,Totalt i retning Sentrum,360,326,34,7,4,8,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-05,23:00,00:00,Totalt,793,708,85,16,18,18,33,28,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,00:00,01:00,Totalt i retning Alnabru,281,231,50,4,8,5,33,30,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,00:00,01:00,Totalt i retning Sentrum,272,229,43,11,12,4,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,00:00,01:00,Totalt,553,460,93,15,20,9,49,46,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,01:00,02:00,Totalt i retning Alnabru,207,144,63,8,6,2,47,45,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,01:00,02:00,Totalt i retning Sentrum,231,207,24,1,4,3,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,01:00,02:00,Totalt,438,351,87,9,10,5,63,60,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,02:00,03:00,Totalt i retning Alnabru,120,88,32,6,7,5,14,12,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,02:00,03:00,Totalt i retning Sentrum,177,148,29,5,10,5,9,8,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,02:00,03:00,Totalt,297,236,61,11,17,10,23,20,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,03:00,04:00,Totalt i retning Alnabru,192,141,51,6,15,3,27,23,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,03:00,04:00,Totalt i retning Sentrum,102,67,35,2,13,8,12,10,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,03:00,04:00,Totalt,294,208,86,8,28,11,39,33,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,04:00,05:00,Totalt i retning Alnabru,246,183,63,7,18,3,35,29,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,04:00,05:00,Totalt i retning Sentrum,178,121,57,9,16,4,28,28,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,04:00,05:00,Totalt,424,304,120,16,34,7,63,57,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,05:00,06:00,Totalt i retning Alnabru,394,309,85,15,15,12,43,41,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,05:00,06:00,Totalt i retning Sentrum,466,346,120,19,32,20,49,49,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,05:00,06:00,Totalt,860,655,205,34,47,32,92,90,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,06:00,07:00,Totalt i retning Alnabru,1236,1043,192,41,50,41,60,59,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,06:00,07:00,Totalt i retning Sentrum,1933,1632,300,65,103,39,93,92,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,06:00,07:00,Totalt,3169,2675,492,106,153,80,153,151,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,07:00,08:00,Totalt i retning Alnabru,1725,1487,236,55,77,52,52,52,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,07:00,08:00,Totalt i retning Sentrum,2322,1951,371,116,122,53,80,79,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,07:00,08:00,Totalt,4047,3438,607,171,199,105,132,131,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,08:00,09:00,Totalt i retning Alnabru,1663,1375,288,78,75,59,76,76,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,08:00,09:00,Totalt i retning Sentrum,2148,1766,382,131,120,49,82,82,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,08:00,09:00,Totalt,3811,3141,670,209,195,108,158,158,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,09:00,10:00,Totalt i retning Alnabru,1578,1197,381,81,129,47,124,121,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,09:00,10:00,Totalt i retning Sentrum,1744,1367,376,130,103,44,99,98,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,09:00,10:00,Totalt,3322,2564,757,211,232,91,223,219,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,10:00,11:00,Totalt i retning Alnabru,1798,1411,387,116,131,35,105,104,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,10:00,11:00,Totalt i retning Sentrum,1705,1325,380,144,98,48,90,90,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,10:00,11:00,Totalt,3503,2736,767,260,229,83,195,194,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,11:00,12:00,Totalt i retning Alnabru,1838,1437,401,130,128,36,107,107,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,11:00,12:00,Totalt i retning Sentrum,1788,1431,357,121,105,42,89,87,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,11:00,12:00,Totalt,3626,2868,758,251,233,78,196,194,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,12:00,13:00,Totalt i retning Alnabru,1946,1531,415,134,133,39,109,106,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,12:00,13:00,Totalt i retning Sentrum,1798,1463,334,115,107,36,76,75,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,12:00,13:00,Totalt,3744,2994,749,249,240,75,185,181,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,13:00,14:00,Totalt i retning Alnabru,2093,1720,372,117,133,28,94,92,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,13:00,14:00,Totalt i retning Sentrum,1796,1464,332,111,100,36,85,85,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,13:00,14:00,Totalt,3889,3184,704,228,233,64,179,177,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,14:00,15:00,Totalt i retning Alnabru,2517,2127,390,139,110,41,100,99,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,14:00,15:00,Totalt i retning Sentrum,2099,1761,338,106,93,39,100,98,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,14:00,15:00,Totalt,4616,3888,728,245,203,80,200,197,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,15:00,16:00,Totalt i retning Alnabru,2526,2252,274,101,79,21,73,72,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,15:00,16:00,Totalt i retning Sentrum,2436,2165,271,71,72,58,70,70,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,15:00,16:00,Totalt,4962,4417,545,172,151,79,143,142,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,16:00,17:00,Totalt i retning Alnabru,2153,1929,224,89,63,24,48,47,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,16:00,17:00,Totalt i retning Sentrum,2268,2040,227,72,50,46,59,57,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,16:00,17:00,Totalt,4421,3969,451,161,113,70,107,104,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,17:00,18:00,Totalt i retning Alnabru,1964,1735,228,62,67,26,73,72,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,17:00,18:00,Totalt i retning Sentrum,1695,1526,169,48,43,44,34,34,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,17:00,18:00,Totalt,3659,3261,397,110,110,70,107,106,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,18:00,19:00,Totalt i retning Alnabru,1651,1451,200,56,55,21,68,66,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,18:00,19:00,Totalt i retning Sentrum,1470,1304,165,37,42,22,64,57,7
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,18:00,19:00,Totalt,3121,2755,365,93,97,43,132,123,9
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,19:00,20:00,Totalt i retning Alnabru,1441,1292,148,49,47,16,36,35,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,19:00,20:00,Totalt i retning Sentrum,1284,1137,145,34,42,21,48,44,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,19:00,20:00,Totalt,2725,2429,293,83,89,37,84,79,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,20:00,21:00,Totalt i retning Alnabru,1232,1095,137,41,32,8,56,53,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,20:00,21:00,Totalt i retning Sentrum,1019,906,113,26,21,13,53,48,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,20:00,21:00,Totalt,2251,2001,250,67,53,21,109,101,8
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,21:00,22:00,Totalt i retning Alnabru,1053,941,111,26,32,10,43,37,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,21:00,22:00,Totalt i retning Sentrum,872,768,104,24,31,9,40,32,8
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,21:00,22:00,Totalt,1925,1709,215,50,63,19,83,69,14
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,22:00,23:00,Totalt i retning Alnabru,692,618,74,17,23,8,26,23,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,22:00,23:00,Totalt i retning Sentrum,525,460,65,7,20,9,29,26,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,22:00,23:00,Totalt,1217,1078,139,24,43,17,55,49,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,23:00,00:00,Totalt i retning Alnabru,472,422,50,9,16,7,18,16,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,23:00,00:00,Totalt i retning Sentrum,329,278,51,11,9,15,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-06,23:00,00:00,Totalt,801,700,101,20,25,22,34,31,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,00:00,01:00,Totalt i retning Alnabru,302,244,58,10,8,4,36,34,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,00:00,01:00,Totalt i retning Sentrum,276,230,46,10,17,4,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,00:00,01:00,Totalt,578,474,104,20,25,8,51,49,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,01:00,02:00,Totalt i retning Alnabru,182,122,60,10,3,7,40,36,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,01:00,02:00,Totalt i retning Sentrum,246,221,25,6,3,3,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,01:00,02:00,Totalt,428,343,85,16,6,10,53,49,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,02:00,03:00,Totalt i retning Alnabru,139,98,41,2,14,5,20,16,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,02:00,03:00,Totalt i retning Sentrum,138,112,26,6,6,5,9,7,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,02:00,03:00,Totalt,277,210,67,8,20,10,29,23,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,03:00,04:00,Totalt i retning Alnabru,203,146,57,9,10,4,34,28,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,03:00,04:00,Totalt i retning Sentrum,119,84,35,5,6,8,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,03:00,04:00,Totalt,322,230,92,14,16,12,50,44,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,04:00,05:00,Totalt i retning Alnabru,256,180,76,13,21,7,35,30,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,04:00,05:00,Totalt i retning Sentrum,175,112,63,12,19,5,27,26,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,04:00,05:00,Totalt,431,292,139,25,40,12,62,56,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,05:00,06:00,Totalt i retning Alnabru,411,315,96,21,11,12,52,48,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,05:00,06:00,Totalt i retning Sentrum,489,345,143,24,40,24,55,54,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,05:00,06:00,Totalt,900,660,239,45,51,36,107,102,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,06:00,07:00,Totalt i retning Alnabru,1199,1000,199,42,54,39,64,63,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,06:00,07:00,Totalt i retning Sentrum,1874,1566,308,64,106,45,93,93,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,06:00,07:00,Totalt,3073,2566,507,106,160,84,157,156,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,07:00,08:00,Totalt i retning Alnabru,1706,1462,244,58,74,52,60,60,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,07:00,08:00,Totalt i retning Sentrum,2320,1920,400,124,145,37,94,94,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,07:00,08:00,Totalt,4026,3382,644,182,219,89,154,154,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,08:00,09:00,Totalt i retning Alnabru,1681,1374,306,80,99,54,73,73,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,08:00,09:00,Totalt i retning Sentrum,2128,1747,381,156,104,47,74,73,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,08:00,09:00,Totalt,3809,3121,687,236,203,101,147,146,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,09:00,10:00,Totalt i retning Alnabru,1684,1299,385,96,124,42,123,122,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,09:00,10:00,Totalt i retning Sentrum,1754,1380,373,130,113,38,92,91,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,09:00,10:00,Totalt,3438,2679,758,226,237,80,215,213,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,10:00,11:00,Totalt i retning Alnabru,1928,1535,393,118,138,35,102,101,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,10:00,11:00,Totalt i retning Sentrum,1683,1314,367,131,107,41,88,87,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,10:00,11:00,Totalt,3611,2849,760,249,245,76,190,188,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,11:00,12:00,Totalt i retning Alnabru,1925,1532,393,129,133,35,96,94,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,11:00,12:00,Totalt i retning Sentrum,1567,1281,286,94,96,27,69,67,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,11:00,12:00,Totalt,3492,2813,679,223,229,62,165,161,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,12:00,13:00,Totalt i retning Alnabru,1965,1579,385,125,130,28,102,102,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,12:00,13:00,Totalt i retning Sentrum,1767,1417,350,128,99,40,83,82,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,12:00,13:00,Totalt,3732,2996,735,253,229,68,185,184,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,13:00,14:00,Totalt i retning Alnabru,2190,1789,399,132,128,42,97,95,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,13:00,14:00,Totalt i retning Sentrum,1790,1469,319,111,83,38,87,86,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,13:00,14:00,Totalt,3980,3258,718,243,211,80,184,181,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,14:00,15:00,Totalt i retning Alnabru,2520,2143,376,139,130,30,77,77,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,14:00,15:00,Totalt i retning Sentrum,2177,1838,339,107,96,39,97,94,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,14:00,15:00,Totalt,4697,3981,715,246,226,69,174,171,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,15:00,16:00,Totalt i retning Alnabru,2533,2229,300,115,98,33,54,52,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,15:00,16:00,Totalt i retning Sentrum,2477,2160,314,90,96,50,78,77,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,15:00,16:00,Totalt,5010,4389,614,205,194,83,132,129,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,16:00,17:00,Totalt i retning Alnabru,2084,1863,221,74,68,28,51,50,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,16:00,17:00,Totalt i retning Sentrum,2282,2036,246,77,73,38,58,55,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,16:00,17:00,Totalt,4366,3899,467,151,141,66,109,105,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,17:00,18:00,Totalt i retning Alnabru,1885,1646,239,66,74,35,64,62,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,17:00,18:00,Totalt i retning Sentrum,1719,1515,203,52,58,37,56,56,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,17:00,18:00,Totalt,3604,3161,442,118,132,72,120,118,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,18:00,19:00,Totalt i retning Alnabru,1616,1401,215,53,59,22,81,80,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,18:00,19:00,Totalt i retning Sentrum,1330,1150,179,35,54,25,65,58,7
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,18:00,19:00,Totalt,2946,2551,394,88,113,47,146,138,8
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,19:00,20:00,Totalt i retning Alnabru,1402,1231,171,46,59,18,48,45,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,19:00,20:00,Totalt i retning Sentrum,1225,1095,130,24,42,9,55,53,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,19:00,20:00,Totalt,2627,2326,301,70,101,27,103,98,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,20:00,21:00,Totalt i retning Alnabru,1139,1005,134,42,44,8,40,39,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,20:00,21:00,Totalt i retning Sentrum,1146,1016,130,20,36,20,54,44,10
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,20:00,21:00,Totalt,2285,2021,264,62,80,28,94,83,11
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,21:00,22:00,Totalt i retning Alnabru,866,765,101,25,22,13,41,37,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,21:00,22:00,Totalt i retning Sentrum,791,692,99,23,27,11,38,32,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,21:00,22:00,Totalt,1657,1457,200,48,49,24,79,69,10
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,22:00,23:00,Totalt i retning Alnabru,556,500,55,7,21,8,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,22:00,23:00,Totalt i retning Sentrum,549,491,58,6,15,8,29,25,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,22:00,23:00,Totalt,1105,991,113,13,36,16,48,44,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,23:00,00:00,Totalt i retning Alnabru,443,389,54,11,16,8,19,16,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,23:00,00:00,Totalt i retning Sentrum,365,305,60,15,15,12,18,17,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-07,23:00,00:00,Totalt,808,694,114,26,31,20,37,33,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,00:00,01:00,Totalt i retning Alnabru,310,230,80,14,15,10,41,36,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,00:00,01:00,Totalt i retning Sentrum,238,206,32,6,7,3,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,00:00,01:00,Totalt,548,436,112,20,22,13,57,52,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,01:00,02:00,Totalt i retning Alnabru,203,134,69,9,9,3,48,44,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,01:00,02:00,Totalt i retning Sentrum,203,174,29,4,7,5,13,12,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,01:00,02:00,Totalt,406,308,98,13,16,8,61,56,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,02:00,03:00,Totalt i retning Alnabru,127,80,47,10,10,7,20,15,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,02:00,03:00,Totalt i retning Sentrum,140,111,29,5,8,6,10,9,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,02:00,03:00,Totalt,267,191,76,15,18,13,30,24,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,03:00,04:00,Totalt i retning Alnabru,195,141,54,7,10,5,32,27,5
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,03:00,04:00,Totalt i retning Sentrum,120,81,39,6,10,9,14,13,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,03:00,04:00,Totalt,315,222,93,13,20,14,46,40,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,04:00,05:00,Totalt i retning Alnabru,277,211,66,13,12,7,34,27,7
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,04:00,05:00,Totalt i retning Sentrum,178,109,69,13,16,3,37,36,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,04:00,05:00,Totalt,455,320,135,26,28,10,71,63,8
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,05:00,06:00,Totalt i retning Alnabru,398,307,91,15,17,14,45,42,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,05:00,06:00,Totalt i retning Sentrum,500,354,146,25,29,25,67,66,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,05:00,06:00,Totalt,898,661,237,40,46,39,112,108,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,06:00,07:00,Totalt i retning Alnabru,1217,1016,201,39,60,37,65,65,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,06:00,07:00,Totalt i retning Sentrum,1899,1599,300,73,100,37,90,86,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,06:00,07:00,Totalt,3116,2615,501,112,160,74,155,151,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,07:00,08:00,Totalt i retning Alnabru,1644,1390,254,63,89,44,58,58,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,07:00,08:00,Totalt i retning Sentrum,2308,1934,374,126,145,35,68,68,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,07:00,08:00,Totalt,3952,3324,628,189,234,79,126,126,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,08:00,09:00,Totalt i retning Alnabru,1641,1361,280,80,94,39,67,65,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,08:00,09:00,Totalt i retning Sentrum,2240,1839,401,149,117,41,94,94,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,08:00,09:00,Totalt,3881,3200,681,229,211,80,161,159,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,09:00,10:00,Totalt i retning Alnabru,1679,1262,417,114,140,40,123,123,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,09:00,10:00,Totalt i retning Sentrum,1830,1421,407,130,128,49,100,99,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,09:00,10:00,Totalt,3509,2683,824,244,268,89,223,222,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,10:00,11:00,Totalt i retning Alnabru,2170,1723,447,136,166,29,116,114,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,10:00,11:00,Totalt i retning Sentrum,1866,1450,415,145,132,32,106,105,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,10:00,11:00,Totalt,4036,3173,862,281,298,61,222,219,3
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,11:00,12:00,Totalt i retning Alnabru,2059,1644,415,153,128,31,103,101,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,11:00,12:00,Totalt i retning Sentrum,1819,1428,391,124,147,32,88,88,0
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,11:00,12:00,Totalt,3878,3072,806,277,275,63,191,189,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,12:00,13:00,Totalt i retning Alnabru,1938,1523,413,126,139,35,113,111,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,12:00,13:00,Totalt i retning Sentrum,1917,1585,332,117,106,29,80,78,2
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,12:00,13:00,Totalt,3855,3108,745,243,245,64,193,189,4
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,13:00,14:00,Totalt i retning Alnabru,2125,1752,372,114,134,40,84,78,6
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,13:00,14:00,Totalt i retning Sentrum,1948,1616,332,124,92,31,85,84,1
33808V625649,"Helsfyr 1,2,3,4",2024-08-08,13:00,14:00,Totalt,4073,3368,704,238,226,71,169,162,7
